"FileName","FullPath","StartTime","Duration","Deployment","SegStart","SegDur"
"UK-XPKO01-141212-113953.wav","/XP14_UK_KO01/12_2014/","141212-113953",80062.5,"XP14_UK_KO01",26407,3600
"UK-XPKO01-141214-080838.wav","/XP14_UK_KO01/12_2014/","141214-080838",80062.5,"XP14_UK_KO01",13882,3600
"UK-XPKO01-141216-043723.wav","/XP14_UK_KO01/12_2014/","141216-043723",80062.5,"XP14_UK_KO01",76957,3105.5
"UK-XPKO01-141217-025146.wav","/XP14_UK_KO01/12_2014/","141217-025146",15837.5,"XP14_UK_KO01",0,494.5
"UK-XPKO01-141217-025146.wav","/XP14_UK_KO01/12_2014/","141217-025146",15837.5,"XP14_UK_KO01",11294,3600
"UK-XPKO01-141221-222736.wav","/XP14_UK_KO01/12_2014/","141221-222736",80062.5,"XP14_UK_KO01",77544,2518.5
"UK-XPKO01-141222-204158.wav","/XP14_UK_KO01/12_2014/","141222-204158",80062.5,"XP14_UK_KO01",0,1081.5
"UK-XPKO01-141222-204158.wav","/XP14_UK_KO01/12_2014/","141222-204158",80062.5,"XP14_UK_KO01",11882,3600
"UK-XPKO01-141223-185621.wav","/XP14_UK_KO01/12_2014/","141223-185621",80062.5,"XP14_UK_KO01",25419,3600
"UK-XPKO01-141224-171043.wav","/XP14_UK_KO01/12_2014/","141224-171043",80062.5,"XP14_UK_KO01",20957,3600
"UK-XPKO01-141225-152506.wav","/XP14_UK_KO01/12_2014/","141225-152506",80062.5,"XP14_UK_KO01",9294,3600
"UK-XPKO01-141225-152506.wav","/XP14_UK_KO01/12_2014/","141225-152506",80062.5,"XP14_UK_KO01",74094,3600
"UK-XPKO01-141226-133928.wav","/XP14_UK_KO01/12_2014/","141226-133928",80062.5,"XP14_UK_KO01",55232,3600
"UK-XPKO01-141226-133928.wav","/XP14_UK_KO01/12_2014/","141226-133928",80062.5,"XP14_UK_KO01",76832,3230.5
"UK-XPKO01-141227-115351.wav","/XP14_UK_KO01/12_2014/","141227-115351",80062.5,"XP14_UK_KO01",0,369.5
"UK-XPKO01-141227-115351.wav","/XP14_UK_KO01/12_2014/","141227-115351",80062.5,"XP14_UK_KO01",7569,3600
"UK-XPKO01-141228-143218.wav","/XP14_UK_KO01/12_2014/","141228-143218",80062.5,"XP14_UK_KO01",52062,3600
"UK-XPKO01-141229-124550.wav","/XP14_UK_KO01/12_2014/","141229-124550",80062.5,"XP14_UK_KO01",80050,12.5
"UK-XPKO01-141230-110012.wav","/XP14_UK_KO01/12_2014/","141230-110012",80062.5,"XP14_UK_KO01",0,3587.5
"UK-XPKO01-141230-110012.wav","/XP14_UK_KO01/12_2014/","141230-110012",80062.5,"XP14_UK_KO01",7188,3600
"UK-XPKO01-141230-110012.wav","/XP14_UK_KO01/12_2014/","141230-110012",80062.5,"XP14_UK_KO01",46788,3600
"UK-XPKO01-150102-054320.wav","/XP14_UK_KO01/01_2015/","150102-054320",80062.5,"XP14_UK_KO01",26200,3600
"UK-XPKO01-150103-035742.wav","/XP14_UK_KO01/01_2015/","150103-035742",80062.5,"XP14_UK_KO01",3738,3600
"UK-XPKO01-150103-035742.wav","/XP14_UK_KO01/01_2015/","150103-035742",80062.5,"XP14_UK_KO01",28938,3600
"UK-XPKO01-150104-021205.wav","/XP14_UK_KO01/01_2015/","150104-021205",80062.5,"XP14_UK_KO01",46075,3600
"UK-XPKO01-150109-200133.wav","/XP14_UK_KO01/01_2015/","150109-200133",80062.5,"XP14_UK_KO01",25107,3600
"UK-XPKO01-150112-144525.wav","/XP14_UK_KO01/01_2015/","150112-144525",80062.5,"XP14_UK_KO01",4475,3600
"UK-XPKO01-150112-144525.wav","/XP14_UK_KO01/01_2015/","150112-144525",80062.5,"XP14_UK_KO01",26075,3600
"UK-XPKO01-150113-125947.wav","/XP14_UK_KO01/01_2015/","150113-125947",80062.5,"XP14_UK_KO01",72013,3600
"UK-XPKO01-150114-111410.wav","/XP14_UK_KO01/01_2015/","150114-111410",80062.5,"XP14_UK_KO01",38750,3600
"UK-XPKO01-150114-111410.wav","/XP14_UK_KO01/01_2015/","150114-111410",80062.5,"XP14_UK_KO01",45950,3600
"UK-XPKO01-150115-092832.wav","/XP14_UK_KO01/01_2015/","150115-092832",80062.5,"XP14_UK_KO01",52288,3600
"UK-XPKO01-150117-055801.wav","/XP14_UK_KO01/01_2015/","150117-055801",80062.5,"XP14_UK_KO01",25319,3600
"UK-XPKO01-150118-041223.wav","/XP14_UK_KO01/01_2015/","150118-041223",80062.5,"XP14_UK_KO01",64057,3600
"UK-XPKO01-150120-050302.wav","/XP14_UK_KO01/01_2015/","150120-050302",80062.5,"XP14_UK_KO01",10618,3600
"UK-XPKO01-150121-031633.wav","/XP14_UK_KO01/01_2015/","150121-031633",80062.5,"XP14_UK_KO01",2607,3600
"UK-XPKO01-150121-031633.wav","/XP14_UK_KO01/01_2015/","150121-031633",80062.5,"XP14_UK_KO01",31407,3600
"UK-XPKO01-150121-031633.wav","/XP14_UK_KO01/01_2015/","150121-031633",80062.5,"XP14_UK_KO01",67407,3600
"UK-XPKO01-150122-013056.wav","/XP14_UK_KO01/01_2015/","150122-013056",80062.5,"XP14_UK_KO01",1744,3600
"UK-XPKO01-150122-013056.wav","/XP14_UK_KO01/01_2015/","150122-013056",80062.5,"XP14_UK_KO01",19744,3600
"UK-XPKO01-150122-234518.wav","/XP14_UK_KO01/01_2015/","150122-234518",80062.5,"XP14_UK_KO01",36882,3600
"UK-XPKO01-150126-164248.wav","/XP14_UK_KO01/01_2015/","150126-164248",80062.5,"XP14_UK_KO01",76632,3430.5
"UK-XPKO01-150127-145711.wav","/XP14_UK_KO01/01_2015/","150127-145711",80062.5,"XP14_UK_KO01",0,169.5
"UK-XPKO01-150127-145711.wav","/XP14_UK_KO01/01_2015/","150127-145711",80062.5,"XP14_UK_KO01",68569,3600
"UK-XPKO01-150127-145711.wav","/XP14_UK_KO01/01_2015/","150127-145711",80062.5,"XP14_UK_KO01",72169,3600
"UK-XPKO01-150129-112556.wav","/XP14_UK_KO01/01_2015/","150129-112556",80062.5,"XP14_UK_KO01",27244,3600
"UK-XPKO01-150129-112556.wav","/XP14_UK_KO01/01_2015/","150129-112556",80062.5,"XP14_UK_KO01",52444,3600
"UK-XPKO01-150204-051441.wav","/XP14_UK_KO01/02_2015/","150204-051441",80062.5,"XP14_UK_KO01",9919,3600
"UK-XPKO01-150205-032903.wav","/XP14_UK_KO01/02_2015/","150205-032903",80062.5,"XP14_UK_KO01",9057,3600
"UK-XPKO01-150206-235748.wav","/XP14_UK_KO01/02_2015/","150206-235748",80062.5,"XP14_UK_KO01",18132,3600
"UK-XPKO01-150207-221211.wav","/XP14_UK_KO01/02_2015/","150207-221211",80062.5,"XP14_UK_KO01",71269,3600
"UK-XPKO01-150208-202633.wav","/XP14_UK_KO01/02_2015/","150208-202633",80062.5,"XP14_UK_KO01",34407,3600
"UK-XPKO01-150214-141435.wav","/XP14_UK_KO01/02_2015/","150214-141435",80062.5,"XP14_UK_KO01",45925,3600
"UK-XPKO01-150218-071205.wav","/XP14_UK_KO01/02_2015/","150218-071205",80062.5,"XP14_UK_KO01",13675,3600
"UK-XPKO01-150220-034050.wav","/XP14_UK_KO01/02_2015/","150220-034050",80062.5,"XP14_UK_KO01",15550,3600
"UK-XPKO01-150220-034050.wav","/XP14_UK_KO01/02_2015/","150220-034050",80062.5,"XP14_UK_KO01",47950,3600
"UK-XPKO01-150224-010050.wav","/XP14_UK_KO01/02_2015/","150224-010050",80062.5,"XP14_UK_KO01",3550,3600
"UK-XPKO01-150225-213018.wav","/XP14_UK_KO01/02_2015/","150225-213018",80062.5,"XP14_UK_KO01",66582,3600
"UK-XPKO01-150225-213018.wav","/XP14_UK_KO01/02_2015/","150225-213018",80062.5,"XP14_UK_KO01",73782,3600
"UK-XPKO01-150227-175903.wav","/XP14_UK_KO01/02_2015/","150227-175903",80062.5,"XP14_UK_KO01",32457,3600
"UK-XPKO01-150301-142748.wav","/XP14_UK_KO01/03_2015/","150301-142748",80062.5,"XP14_UK_KO01",19932,3600
"UK-XPKO01-150302-124211.wav","/XP14_UK_KO01/03_2015/","150302-124211",80062.5,"XP14_UK_KO01",44269,3600
"UK-XPKO01-150303-105717.wav","/XP14_UK_KO01/03_2015/","150303-105717",80062.5,"XP14_UK_KO01",57763,3600
"UK-XPKO01-150304-091140.wav","/XP14_UK_KO01/03_2015/","150304-091140",80062.5,"XP14_UK_KO01",31700,3600
"UK-XPKO01-150305-072813.wav","/XP14_UK_KO01/03_2015/","150305-072813",80062.5,"XP14_UK_KO01",37907,3600
